YEAR,ID,TYPE,ARCHITECTURE,TECHNOLOGY,TITLE,ABSTRACT,AUTHORS,COMMENTS,Csamp [pF],AREA [mm^2],SNDR_lf [dB],fin_hf [Hz],SNDR_hf [dB],SNR [dB],DR [dB],-THD [dB],SFDR [dB],SNDR_plot [dB],P [W],fs [Hz],OSR,fsnyq [Hz],P/fsnyq [pJ],FOMW_lf [fJ/conv-step],FOMW_hf [fJ/conv-step],FOMS_lf [dB],FOMS_hf [dB],FOMW_hf/fsnyq,"FOMS,hf+10log(fsnyq)"
2012,11.2,NQ,SAR TI,0.065,A 3.8mW 8b 1GS/s 2b/cycle Interleaving SAR ADC with Compact DAC Structure,"An 8b 1GS/s ADC is presented that interleaves two 2b/cycle SARs. To enhance speed and save power, the prototype utilizes segmentation switching and custom-designed DAC array with high density in a low parasitic layout structure. It operates at 1GS/s from 1V supply without interleaving calibration and consumes 3.8mW of power, exhibiting a FoM of 24fJ/conversion step. The ADC occupies an active area of 0.013mm^2 in 65nm CMOS including on-chip offset calibration.","C.-H. Chan, Y. Zhu, S.-W. Sin, S.-P. U, R. Martins", , ,0.013,,5.00E+08,42.8,,,,58.0,42.8,3.80E-03,1.00E+09,1,1.00E+09,3.80E+00,,33.9,,153.9,3.39E-08,243.94
2012,11.3,NQ,SAR,0.028,A 4.5-mW 8-b 750-MS/s 2-b/Step Asynchronous Subranged SAR ADC in 28-nm CMOS Technology,"A 8-b 2-b/step asynchronous subranged SAR ADC is presented. It incorporates subranging technique to obtain fast reference settling for MSB conversion. The capacitive interpolation reduces number of NMOS switches and lowers matching requirement of a resistive DAC. The proposed timing scheme avoids the need of specific duty cycle of external clock for defining sampling period in a conventional asynchronous SAR ADC. Operating at 750 MS/s, this ADC consumes 4.5 mW from 1-V supply, achieves ENOB of 7.2 and FOM of 41 fJ/conversion-step. It is fabricated in 28-nm CMOS technology and occupies an active area of only 40 um X 100 um.",Y.-C. Lien,, ,0.004,,3.75E+08,43.3,,,,57.0,43.3,4.50E-03,7.50E+08,1,7.50E+08,6.00E+00,,50.2,,152.5,6.70E-08,241.26
2012,11.4,NQ,"Pipe, TI",0.065,A 34fJ 10b 500 MS/s Partial-Interleaving Pipelined SAR ADC,"A 10b 500MS/s ADC is presented that shares a full-speed SAR at front-end and interleaves the pipelined residue amplification with shared opamp and 2nd-stage SAR ADCs, which achieves high speed, low power and compact area. The prototype ADC in 65nm CMOS achieves a mean SNDR of 55.4dB with 8.2mW power dissipation at 1.2V. The active die area including the offset calibrations is 0.046mm^2.","Y. Zhu, C.-H. Chan, S.-W. Sin, S.-P. U, R. Martins", , ,0.046,,2.50E+08,52.9,,,,66.0,52.9,8.20E-03,5.00E+08,1,5.00E+08,1.64E+01,,45.2,,157.8,9.05E-08,244.77
2012,11.5,NQ,SAR,0.09,A 3.2fJ/c.-s. 0.35V 10b 100KS/s SAR ADC in 90nm CMOS,"A low-voltage energy-efficient SAR ADC is presented in this paper with four techniques. Arbitrary weight capacitor array tolerates errors to reduce conversion time. To operate under low voltage, DAC common mode level shift and leakage reduction sample switch with a charge pump are proposed. Differential control logic is used to save its digital power. The prototype ADC consumes 170nW at 100KS/s from a 0.35V supply. It achieves an SNDR of 56.3dB at Nyquist rate and its FOM is 3.2fJ/c.-s.","H.-Y. Tai, H.-W. Chen, H.-S. Chen", , ,0.03,,5.00E+04,56.3,57.0,,64.5,71.0,56.3,1.70E-07,1.00E+05,1,1.00E+05,1.70E+00,,3.2,,171.0,3.19E-05,220.99
2012,19.1,OS,SDCT,0.04,A 10 MHz BW 50 fJ/conv. Continuous Time __ Modulator with High-order Single Opamp Integrator using Optimization-based Design Method,"We propose not only new power and area efficient circuit configurations but also an optimization design method for such configurations. So far, design difficulties of the modulator, such as a trade-off between loop stability and a performance and unknown distortion mechanism, have been serious obstacles to improve the efficiency. Major factors to overcome these obstacles are new high-order single opamp integrators using optimization-based design method and tuning systems for harmonic distortions. Two design examples for TV-tuner application confirm that those design approach can maximize the performance of various types of modulators. A simple 3rd-order modulator achieved the FOM of 101 fJ/conv. and more complex 4th-order one achieved 50 fJ/conv. which is less than half of ever reported.","K. Matsukawa, K. Obata, Y. Mitani, S. Dosho",Data for Modulator B, ,0.051,,1.00E+07,70.0,,70.6,,,70.0,2.57E-03,3.00E+08,15,2.00E+07,1.29E+02,,49.7,,165.9,2.49E-06,238.91
2012,19.2,OS,SDSC,0.13,A 5MHz BW 70.7dB SNDR Noise-Shaped Two-Step Quantizer Based __ ADC,"In this paper, a new __ ADC using a noise-shaped two-step integrating quantizer is presented. Attaining an extra order of noise-shaping from the integrating quantizer, the proposed __ ADC manifests a second-order noise-shaping with a first-order loop filter. Furthermore, this quantizer provides an 8b quantization in itself, drastically reducing the oversampling requirement. The proposed ADC also incorporates a new feedback DAC topology that alleviates feedback DAC complexity of a two-step 8b quantizer. The measured results of the prototype ADC implemented in a 0.13_m CMOS demonstrate peak SNDR of 70.7dB at 8.1mW power, with an 8x OSR at 80MHz sampling frequency.","T. Oh, N. Maghari, U.-K.Moon", , ,0.37,,5.00E+06,70.7,71.0,71.6,,,70.7,8.10E-03,8.00E+07,8,1.00E+07,8.10E+02,,289.2,,158.6,2.89E-05,228.60
2012,19.3,OS,SDSC,0.065,An 85dB SFDR 67dB SNDR 8OSR 240MS/s __ ADC with Nonlinear Memory Error Calibration,"A 1-0 MASH sigma-delta ADC demonstrates a digital calibration technique treating both amplifier distortion and capacitor mismatch. The output-referred error analysis accurately models a nonlinear modulator. The identification of multiple error parameters is accomplished by correlating various moments of the ADC output with a one-bit pseudorandom noise (PN). The prototype ADC employing 29dB gain amplifiers measures 85dB SFDR and 67dB SNDR for a-1dBFS (1.1Vpp) 5MHz sinusoidal input at 240MS/s. The core ADC consumes 37mW from a 1.25V supply and occupies 0.28mm2 in a 65nm CMOS low-leakage digital process, in which the transistor threshold voltages are around 0.5V.","S.-C. Lee, B. Elies, Y. Chiu",Recorded power does nt include digital post-processor estimate, ,0.28,,1.50E+07,67.0,,,,85.0,67.0,3.70E-02,2.40E+08,8,3.00E+07,1.23E+03,,674.1,,153.1,2.25E-05,227.85
2012,19.4,OS,VCO,0.065,A Reconfigurable Mostly-Digital __ ADC with a Worst-Case FOM of 160dB,,"G. Taylor, I. Galton",Used data for highest BW, ,0.075,,3.75E+07,70.0,71.0,,,77.0,70.0,3.90E-02,2.40E+09,32,7.50E+07,5.20E+02,,201.2,,159.8,2.68E-06,238.58
2013,5.1,OS,SDCT,0.055,A 75.1dB SNDR 840MS/s CT DS Modulator with 30MHz Bandwidth and 46.4fJ/conv FOM in 55nm CMOS,"This paper presents a 30MHz bandwidth continuous-time (CT) __ modulator with direct resistor feed-forward and fast excess loop delay (ELD) compensation method to enhance the loop stability. Moreover, the proposed design incorporates analog DAC background calibration and offset calibration for fully dynamic latch comparator. The modulator achieves 77.1dB DR and 75.1dB SNDR in 30MHz bandwidth, while occupying 0.071mm2 in 55nm CMOS and achieving a FoM (Power/(2BW·2ENOB)) of 46.4fJ/conv.","Chi-Lun Lo, Chen-Yen Ho, Hung-Chieh Tsai, Yu-Hsin Lin", , ,0.071,,3.00E+07,75.1,75.9,77.1,,,75.1,1.30E-02,8.40E+08,14,6.00E+07,2.17E+02,,46.6,,168.7,7.77E-07,246.51
2013,5.2,OS,SDCT BP,0.065,"A 69dB SNDR, 25MHz BW, 800MS/s Continuous-Time Bandpass __ ADC Using DAC Duty Cycle Control for Low Power and Reconfigurability","A new power-efficient, reconfigurable, 6th-order continuous-time bandpass delta-sigma modulator architecture is presented. A new duty-cycle-controlled DAC halves the number of DACs in the modulator, and also enables the center frequency to be reconfigurable. A prototype 800MS/s modulator achieves 69dB SNDR with a 25MHz bandwidth at a 200MHz IF. The center frequency can be varied from 180MHz to 220MHz. The 65nm CMOS prototype consumes 35mW and  ocupies a die area of 0.25mm2.",Hyungil Chae and Michael P. Flynn,fcenter = 200MHz, ,0.25,,2.50E+07,69.0,,70.0,,,69.0,3.50E-02,8.00E+08,16,5.00E+07,7.00E+02,,303.9,,157.5,6.08E-06,234.53
2013,5.3,OS,SDDT,0.022,A 66dB SNDR 15MHz BW SAR Assisted __ ADC in 22nm Tri-gate CMOS,"A discrete-time delta-sigma ADC that utilizes an 8b SAR quantizer with a 4b feedback DAC is presented. The 4 MSBs of the quantizer are fed-back for delta operation while a digital filter post-processes the full 8b and improves the resolution. The delta-sigma modulator has a single stage 2nd order feed-forward  opology with Fs=240MHz and OSR=8. The ADC achieves 66dB SNDR, 15MHz bandwidth, and consumes 12.7mW power. This ADC is designed in Intel's tri-gate 22nm CMOS process.","C.C. Lee, E. Alpman, S. Weaver, C.-Y. Lu and J. Rizk", , ,0.04,,1.50E+07,66.0,,,,83.0,66.0,1.27E-02,2.40E+08,8,3.00E+07,4.23E+02,,259.6,,156.7,8.65E-06,231.49
2013,5.4,OS,SD VCO,0.18,A 379nW 58.5dB SNDR VCO-Based __ Modulator for Bio-Potential Monitoring,"A VCO-based delta-sigma modulator is proposed for bio-potential signal acquisition. The VCO quantizer is placed in a loopwith 1-bit feedback to improve modulator linearity. Furthermore, frequency calibration employing gated VCO technique isproposed to improve the operation range. Fabricated in a 0.18_m CMOS, this chip consumes 379nW and occupies an active area of 0.06mm2. Over a 2kHz signal bandwidth, the proposed delta-sigma modulator achieves a peak SNDR of 58.5dB, which results in an FoM of 137fJ/conv.-step.","Y.-D. Chang, C.-H. Weng, T.-H. Lin and C.-K. Wang", , ,0.06,,2.00E+03,58.5,59.8,,,65.3,58.5,3.79E-07,2.50E+04,6,4.00E+03,9.48E+01,,137.8,,155.7,3.45E-02,191.74
2013,5.5,OS,VCO,0.09,"A 4.1mW, 12-bit ENOB, 5MHz BW, VCO-Based ADC with On-Chip Deterministic Digital Background Calibration in 90nm CMOS","A deterministic digital background calibration technique to correct non-linearity in VCO-based ADCs is presented. Implemented in 90nm CMOS process, on-chip calibration improves SFDR of the prototype ADC from 46dB to more than 83dB. The ADC consumes 4.1mW power and achieves 73.9dB SNDR in 5MHz signal bandwidth. ","S. Rao, K. Reddy, B. Young and P.K. Hanumolu", , ,0.16,,5.00E+06,73.9,75.4,,,83.0,73.9,4.10E-03,6.40E+08,64,1.00E+07,4.10E+02,,101.3,,164.8,1.01E-05,234.76
2013,8.1,NQ,"Pipe, TI",0.028,A 5.4GS/s 12b 500mW Pipeline ADC in 28nm CMOS,"A 5.4GS/s 12b 2-way interleaved pipeline ADC is presented. To achieve high speed, a complementary switched-capacitor amplifier is proposed, along with ping-pong amplifier sharing and digital MDAC equalization. The ADC achieves 61dB SNR and 57dB THD up to 2.6GHz input frequency at 5.4GS/s, consumes 500mW and occupies 0.4mm2 area in 28nm CMOS.","J. Wu, A. (W.-T.) Chou, C.-H. Yang, Y. Ding, Y.-J. Ko, S.-T. Lin, W. Liu, C.-M. Hsiao, M.-H. Hsieh, C.-C. Huang, J.-J. Hung, K.Y. Kim, M. Le, T. Li, W.-T. Shih, A. Shrivastava, Y.-C. Yang, C.-Y. Chen and H.-S. Huang","Reported HF performance was genarated by subtracting jitter. The data listed here is from the conference talk, with jitter included.", ,0.4,61.0,2.70E+09,,50.0,,57.0,65.0,50.0,5.00E-01,5.40E+09,1,5.40E+09,9.26E+01,101.0,358.4,158.3,147.3,6.64E-08,244.65
2013,8.2,NQ,Pipe,0.18,A 75.9dB-SNDR 2.96mW 29fJ/Conv-Step Ringamp-Only Pipelined ADC,"A high resolution pipelined ADC that performs precision amplification using only ring amplifiers is presented. Severalenabling techniques are introduced, namely parallelization via the use of Composite Ring Amplifier Blocks and a newringamp topology designed for high-precision use. The 15b ADC achieves 75.9 dB SNDR and 91.4 dB SFDR at 1.2 V supplyand 20 Msps conversion rate. Total power consumption is 2.96 mW, resulting in a Figure-of-Merit of 29 fJ/c-step.",B. Hershberg and U.-K. Moon,"Only fin=1MHz data reported, but unlikely that anything degrades significantly at 10MHz", ,1.98,,1.00E+07,75.9,76.1,,,91.4,75.9,2.96E-03,2.00E+07,1,2.00E+07,1.48E+02,,29.0,,171.2,1.45E-06,244.20
2013,8.3,NQ,Pipe,0.13,A 70MS/s 69.3dB SNDR 38.2fJ/Conversion-Step Time-Based Pipelined ADC,"A Nyquist ADC with time-based pipelined architecture is proposed. The proposed hybrid pipeline stage, incorporating time- domain amplification based on a charge pump, enables power efficient analog to digital conversion. The proposed ADC also adopts a minimalist switched amplifier with 24dB open-loop dc gain in the first stage MDAC that is based on a new V-T operation, instead of a conventional high gainamplifier. The measured results of the prototype ADC implemented in a 0.13_m CMOS demonstrate peak SNDR of 69.3dB at 6.38mW power, with a near rail-to-rail 1MHz input of 2.4Vpp at 70MHz sampling frequency and 1.3V supply. This results in 38.2fJ/conversion-step FOM.","T. Oh, H. Venkatram and U.-K. Moon", , ,0.5,69.3,2.00E+07,65.2,66.1,,,,65.2,6.38E-03,7.00E+07,1,7.00E+07,9.11E+01,38.2,61.3,166.7,162.6,8.76E-07,241.04
2013,8.4,NQ,Pipe,0.065,"A 12-Bit, 200-MS/s, 11.5-mW Pipeline ADC Using a Pulsed Bucket Brigade Front-End","A high-speed, low-power pipeline ADC is realized by replacing the front-end residue amplifiers with pulsed bucket brigade circuitry and compensating for the introduced errors using digital linearization. The ADC is implemented in 65-nm CMOS and occupies 0.26 mm2. It operates at 200 MS/s, consumes 11.5 mW from a 1-V supply and achieves an SNDR of 65 dB at low input frequencies and 57.6 dB near Nyquist. The corresponding SNDR-based Schreier FOM is 164.5 dB and 157 dB, respectively","N. Dolev, M. Kramer and B. Murmann", ,8.000,0.26,65.0,1.00E+08,57.6,,,,63.0,57.6,1.15E-02,2.00E+08,1,2.00E+08,5.75E+01,39.6,92.8,164.4,157.0,4.64E-07,240.00
2013,8.5,NQ,Pipe,0.065,A 10-Bit 800-MHz 19-mW CMOS ADC,,"Shiuh-hua Wood Chiang, Hyuk Sun, and Behzad Razavi", , ,0.18,55.0,4.00E+08,52.2,,,,,52.2,1.90E-02,8.00E+08,1,8.00E+08,2.38E+01,51.7,71.4,158.2,155.4,8.92E-08,244.46
2013,21.1,NQ,"SAR, TI",0.032,A 35mW 8 b 8.8 GS/s SAR ADC with Low-Power Capacitive Reference Buffers in 32 nm Digital SOI CMOS,"An asynchronous 8x interleaved redundant SAR ADC achieving 8.8GS/s at 35mW and 1V supply is presented. The ADC features pass-gate selection clocking scheme for time skew minimization and per-channel gain control based on low-power reference voltage buffers. Gain control of each sub-ADC is based on a fine-grain, robust R-3R ladder. The sub-ADC stacks the capacitive SAR DAC with the reference capacitor to reduce the area and enhance the settling speed. The speed and area optimized sub-ADC as well as a short tracking window of 1/8 period enable a low input capacitance and therefore render an input buffer unnecessary. The ADC achieves 38.5dB SNDR and 58fJ/conversion-step with a core chip area of 0.025mm^2 in 32nm CMOS SOI technology.","Lukas Kull, Thomas Toifl,Martin Schmatz, Pier Andrea Francese, ChristianMenolfi, Matthias Braendli, Marcel Kossel, ThomasMorf, TokeMeyer Andersen, Yusuf Leblebici", ,0.128,0.025,39.1,3.81E+09,37.0,38.6,,,48.8,37.0,3.50E-02,8.80E+09,1,8.80E+09,3.98E+00,54.1,68.9,150.1,148.0,7.83E-09,247.42
2013,21.3,NQ,Flash,0.032,An 8.5mW 5GS/s 6b Flash ADC with Dynamic Offset Calibration in 32nm CMOS SOI,"This paper describes a 5GS/s 6bit flash ADC fabricated in a 32nm CMOS SOI. The randomness of process mismatch is exploited to compensate for dynamic offset errors of comparators that occur during high speed operation. Utilizing the proposed calibration, comparators are designed with near-minimum size transistors and built-in reference levels. The ADC achieves an SNDR of 30.9dB at Nyquist and consumes 8.5mW with an FoM of 59.4fJ/conv-step",V.H.-C. Chen and L. Pileggi, ,0.100,0.02,33.4,2.50E+09,30.9,,,,,30.9,8.50E-03,5.00E+09,1,5.00E+09,1.70E+00,44.5,59.3,148.1,145.6,1.19E-08,242.57
2013,21.4,NQ,SAR,0.04,A 0.0058mm^2  7.0 ENOB 24MS/s 17fJ/conv. Threshold Configuring SAR ADC with Source Voltage Shifting and InterpolationTechnique,"An extremely low power and area efficient threshold configuring ADC (TC-ADC) is proposed. The threshold configuringcomparator (TCC) performs a binary search and only 1b-DAC is required. 5b conversion is carried out by TCC with source voltage shifting technique. Additional 2b resolution is achieved by the proposed threshold interpolation (TI) technique with 0nly15% power overhead. Prototype ADC in 40nm CMOS occupies an area of only 0.0038mm2  and when calibration circuit included,0.0058 mm2. With a supply voltage of 0.7V, the ADC achieves 7.0 ENOB with 24MS/s. Peak FoM of 9.8fJ/conv. is obtained at0.5V supply, which is over 15x improvement compared with conventional TC-ADC.","K. Yoshioka, A. Shikata, R. Sekimoto, T. Kuroda and H. Ishikuro", ,0.064,0.0058,,1.23E+07,44.2,,,,,44.2,5.46E-05,2.46E+07,1,2.46E+07,2.22E+00,,16.8,,157.7,6.82E-07,231.63
2013,21.5,NQ,Pipe,0.028,A 2.1 mW 11b 410 MS/s Dynamic Pipelined SAR ADC with Background Calibration in 28nm Digital CMOS,"A 410 MS/s 2x interleaved 11bit pipelined SAR ADC in 28nm digital CMOS is presented. Each ADC channel consists of a 6bcoarse SAR, a dynamic residue amplifier and a 7b fine SAR and includes an on-chip calibration engine that detects andcorrects comparator offsets and amplifier gain errors in the background. The ADC achieves a peak SNDR of 59.8 dB at 410MS/s for an energy per conversion step of 6.5 fJ","B. Verbruggen, M. Iriguchi, M. de la Guia Solaz, G. Glorieux, K. Deguchi, B. Malki, and J. Craninckx", , ,0.11,60.0,2.05E+08,55.0,,,,,55.0,2.14E-03,4.10E+08,1,4.10E+08,5.22E+00,6.4,11.4,169.8,164.8,2.77E-08,250.94
2013,22.2,NQ,"SAR, TI",0.065,A 6b 10GS/s TI-SAR ADC with Embedded 2-Tap FFE/1-Tap DFE in 65nm CMOS,"A 64-way time-interleaved successive approximation based ADC front-end efficiently incorporates a 2-tap embedded FFE and a 1-tap embedded DFE, while achieving 4.56-bits peak ENOB at a 10GS/s sampling rate. Fabricated in 1.1V 65nm CMOS, the ADC with embedded equalization achieves 0.48 pJ/conv.-step FOM, while consuming 79.1mW and occupying 0.33mm2 coreADC area.","E.Z. Tabasy, A. Shafik, K. Lee, S. Hoyos and S. Palermo",Includes FFE/DFE, ,0.33,29.2,5.00E+09,27.0,,,,,27.0,7.93E-02,1.00E+10,1,1.00E+10,7.93E+00,337.0,433.7,137.2,135.0,4.34E-08,235.00
2014,5.1,NQ,"Pipe, SAR",0.18,An 18 b 5 MS/s SAR ADC with 100.2 dB Dynamic Range,"This paper presents an 18 bit 5 MS/s SAR ADC. It has a dynamic range of 100.2 dB, SNR of 99 dB, INL of ±2 ppm and DNL of ±0.4 ppm. It has currently the lowest noise floor of any monolithic Nyquist converter relative to the full scale input (21.9 nV/√Hz, ±5V full scale) known to the author, all of this is achieved with an ADC core power of 30.52 mW giving a Schreier figure of merit of 179.3 dB [1]. Architectural choicessuch as the use of a residue amplifier are outlined that enable the high sample rate, low noise and power efficiency. The design is implemented on 0.18 _m CMOS with MIM capacitors and both 1.8 V and 5 V MOS devices. An LVDS interface is used to transfer the ADC result off chip.","Alan Bannon, Christopher Peter Hurrell, Derek Hummerston and Colin Lyden","10Vpp input swing, no HF data", ,5.74,,1.00E+03,98.6,99,100.2,,,98.6,3.05E-02,5.00E+06,1,5.00E+06,6.10E+03,,87.7,,177.7,1.75E-05,244.72
2014,5.2,NQ,SAR,0.09,A 0.4V 2.02fJ/Conversion-step 10-bit Hybrid SAR ADC with Time-domain Quantizer in 90nm CMOS,"This paper presents an ultra-low voltage and power efficient 10-bit hybrid successive-approximation register (SAR) analog-to-digital converter (ADC). To reduce the total amount of capacitance and relieve requirement of comparator, we propose a hybrid architecture composed of coarse and fine conversions by 7-bit SAR ADC and 3.5-bit time-domain quantizer, respectively. Using residue voltages generated by coarse ADC and converting it to time-domain, the fine ADC detects the least three bits with 0.5-bit redundancy by Vernier delay structure. At 250KS/s and Nyquist rate input, the ADC prototype fabricated in 90nm CMOS consumes 200nW at 0.4V supply. It achieves a SNDR of 53.7db and a resulting FoM of 2.02-fJ/conv.-step.","Yan-Jiun Chen, Chih-Cheng Hsieh", ,,0.04,,1.25E+05,53.7,,,,,53.7,2.00E-07,2.50E+05,1,2.50E+05,8.00E-01,,2.0,,171.7,8.09E-06,225.64
2014,5.3,NQ,Pipe,0.18,"A 48 fJ/CS, 74 dB SNDR, 87 dB SFDR, 85 dB THD, 30 MS/s Pipelined ADC Using Hybrid Dynamic Amplifier","A hybrid dynamic amplifier is proposed which combines the desirable features of a dynamic amplifier and a class AB amplifier. This technique allows us to achieve a power efficient high resolution pipeline ADC. A proof of concept pipelined ADC in a 0.18 _m CMOS process achieves 74.2 dB SNDR, 87 dB SFDR and 85 dB THD at 30 MS/s. The pipeline ADC consumes 6 mW from a 1.3 V supply and occupies 3.06 mm2. The ADC achieves a FoM of 48 fJ/CS without any form of calibration.","Hariprasath Venkatram, Taehwan Oh, Kazuki Sobue, Koichi Hamashita, Un-Ku Moon", ,2.5,3.06,74.2,1.50E+07,72.0,,,84,86.0,72.0,6.00E-03,3.00E+07,1,3.00E+07,2.00E+02,47.7,61.5,168.2,166.0,2.05E-06,240.75
2014,5.4,NQ,Subranging,0.065,7-bit 0.8-1.2GS/s Dynamic Architecture and Frequency Scaling Subrange ADC with Binary-Search/Flash Live Configuring Technique,"Subrange ADC with Dynamic Architecture and Frequency Scaling(DAFS) is presented, which has exponential power scaling against frequency with high-speed operation of over 1GS/s. We propose Live Configuring Technique(LCT) to adaptively configure the sub-ADC operation between binary-search and flash every clock cycle, reflecting the conversion delay. The power consumption is cut down significantly and retains high-speed operation. The prototype ADC fabricated in 65nm CMOS operates up to 1228MS/s and achieves an SNDR 36.2dB at nyquist. DAFS is active between 800-1200MS/s and when compared with the frequency power scaling with DAFS disabled, the peak power consumption cut down is 30%. Peak FoM of 85fJ/conv. was obtained at 820MS/s, which is nearly a 2x improvement compared with reported subrange ADCs.","Kentaro Yoshioka, Ryo Saito, Takumi Danjo, Sanroku Tsukamoto, Hiroki Ishikuro",Data for 820 MS/s, ,0.087,37,4.10E+08,37.4,,,,46.2,37.4,4.26E-03,8.20E+08,1,8.20E+08,5.20E+00,89.8,85.8,146.8,147.2,1.05E-07,236.37
2014,10.1,OS,SD VCO,0.065,75dB DR 50MHz BW 3rd Order CT-__ Modulator Using VCO-Based Integrators,"A wide bandwidth, high sample rate 3rd order continuous-time __ modulator using VCO-based integrators is presented. Non-idealities caused by VCOs at the modulator frontend are addressed using both circuit- and architecture-level techniques. Fabricated in 65nm CMOS, the prototype modulator operates at 1.28GS/s and achieves a dynamic range of 75dB, SNR of 71dB in 50MHz bandwidth, while consuming 38mW of total power.","Brian Young, Karthik Reddy, Sachin Rao, Amr Elshazly, Tejasvi Anand, and Pavan Kumar Hanumolu", ,,0.49,,2.00E+06,64.0,71,75,,,64.0,3.80E-02,1.28E+09,13,1.00E+08,3.80E+02,,293.4,,155.2,2.93E-06,235.19
2014,10.2,OS,SDCT,0.02,"A 23mW, 73dB Dynamic Range, 80MHz BW Continuous-Time Delta-Sigma Modulator in 20nm CMOS","A 23mW, 80MHz BW, 73dB dynamic range continuous-time __ modulator in 20nm CMOS is presented. The modulator operates from 1.0/1.2/1.5V supplies. Power is minimized by combining a low OSR, fast digital excess loop delay compensation scheme, and several techniques to minimize delay in the feedback path. The result is a highly power efficient modulator that achieves an FOM(DR) of 168dB.","Stacy Ho, Chi-Lun Lo, Zhiyu Ru, Jialin Zhao", ,,0.1,,1.50E+07,67.5,70,73,,,67.5,2.30E-02,2.81E+09,18,1.60E+08,1.44E+02,,74.2,,162.9,4.64E-07,244.95
2014,10.3,OS,SDCT,0.18,"A 97.3 dB SNR, 600 kHz BW, 31mW Multibit Continuous Time __ ADC","A continuous time 5-bit feed forward __ ADC architecture is presented, which measures 97.3 dB SNR, over 600 kHz bandwidth while consuming 31 mW/channel. This performance is achieved by using an ISI mitigation scheme and a 2nd-order DEM for 3-level DACs along with analog low power techniques. The 0.99mm2/channel chip was fabricated in 0.18um CMOS process, and achieves a FOM of 171.8 dB.","Abhishek Bandyopadhyay, Robert Adams, Khiem Nguyen, Paul Baginski, Daviud Lamb, Thomas Tansley", ,,0.99,,6.00E+05,,97.3,,,90.0,90.0,2.10E-02,5.75E+07,48,1.20E+06,1.75E+04,,678.2,,164.6,5.66E-04,225.34
2014,10.4,OS,SDCT,0.09,An 8.5MHz 67.2dB SNDR CTDSM with ELD Compensation Embedded Twin-T SAB and Circular TDC-based Quantizer in 90nm CMOS,"A power-efficient continuous-time delta-sigma modulator (CTDSM) employing a single-amplifier biquad (SAB) based topology is proposed. The modulator incorporates a proposed twin-T SAB topology where the excess loop delay (ELD) is compensated by injecting a feedback signal into an internal node of the SAB while cooperating with an additional phase-compensation resistor. A low-power time-to-digital converter (TDC) with an embedded data weighted averaging (DWA) function is proposed as the quantizer, which mitigates the mismatch issue in the feedback DACs. Fabricated in 90nm CMOS, the proposed CTDSM achieves peak SNDR of 67.2dB over an 8.5MHz signal bandwidth, while consuming 4.3mW at 300MHz sampling frequency, and scores a FoM of 135fJ/conv.-step.","Chan-Hsiang Weng, Tzu-An Wei, Erkan Alpman, Chang-Tsung Fu, Yi-Ting Tseng, and Tsung-Hsien Lin", ,,0.12,,2.00E+06,67.2,69.3,,,,67.2,4.30E-03,3.00E+08,18,1.70E+07,2.53E+02,,135.1,,160.2,7.95E-06,232.46
2014,23.1,NQ,"Pipe, SAR, TI",0.028,A 70 dB SNDR 200 MS/s 2.3 mW dynamic pipelined SAR ADC in 28nm digital CMOS,"We present a 200 MS/s 2x interleaved 14 bit pipelined SAR ADC in 28nm digital CMOS. The ADC uses a new residue amplifier for low noise at low power, and incorporates interleaved channel time-constant calibration. The ADC achieves a peak SNDR of 70.7 dB at 200 MS/s while consuming 2.3 mW from an 0.9 V supply.","Bob Verbruggen, Kazuaki Deguchi, Badr Malki, Jan Craninckx",VDD=0.9V,3.5,0.35,70,1.00E+08,65.0,,,,,65.0,2.30E-03,2.00E+08,1,2.00E+08,1.15E+01,4.4,7.9,176.4,171.4,3.96E-08,254.39
2014,23.2,NQ,"Pipe, SAR",0.065,A 12-bit 210-MS/s 5.3-mW Pipelined-SAR ADC with a Passive Residue Transfer Technique,A 210 MS/s dual-channel 12-bit analog-to-digital converter (ADC) employing a pipelined successive approximation (SAR) architecture is presented. The ADC is partitioned into 3 stages with passive residue transferring between the 1st and the 2nd stages and active residue amplification between the 2nd and the 3rd stages. The ADC consumes 5.3 mW from a 1-V supply and achieves an SNDR of 63.48 dB at a 5-MHz input and 60.1 dB near Nyquist-rate.,Chin-Yu Lin and Tai-Cheng Lee,VDD=1V,2,0.48,63.48,1.00E+08,60.1,,,,74.8,60.1,5.30E-03,2.10E+08,1,2.10E+08,2.52E+01,20.7,30.5,166.4,163.1,1.45E-07,246.29
